Protein ID	Description	Peptides	Frames	Hits	Ratio AS-0/C-0	StDev	pValue	Fraction 1D_2D									
SP://B8QI34	B8QI34_MOUSE Liprin_alpha 2 OS=Mus musculus GN=Ppfia2 PE=2 SV=1	1	1	1	1.786	0.25	3.98E-02	A_34_22
SP://B8QI34	B8QI34_MOUSE Liprin_alpha 2 OS=Mus musculus GN=Ppfia2 PE=2 SV=1	1	1	1	2.046	0.073	9.00E-04	C_32_21
SP://B8QI34	B8QI34_MOUSE Liprin_alpha 2 OS=Mus musculus GN=Ppfia2 PE=2 SV=1	1	1	1	0.486	0.027	2.72E-02	C_35_20
SP://B9EJA5	B9EJA5_MOUSE D17H6S56E_3 protein OS=Mus musculus GN=Vwa7 PE=2 SV=1	1	1	1	1.815	0.222	2.12E-02	A_33_19
SP://D3YVN7	D3YVN7_MOUSE Elongation factor Tu OS=Mus musculus GN=Gm9755 PE=3 SV=1	1	1	1	1.814	0.104	2.65E-02	A_31_02
SP://D3YVN7	D3YVN7_MOUSE Elongation factor Tu OS=Mus musculus GN=Gm9755 PE=3 SV=1	1	1	1	1.339	0.126	2.53E-02	A_29_23
SP://D3YVN7	D3YVN7_MOUSE Elongation factor Tu OS=Mus musculus GN=Gm9755 PE=3 SV=1	1	1	1	0.235	0.008	3.99E-03	A_31_23
SP://D3YVN7	D3YVN7_MOUSE Elongation factor Tu OS=Mus musculus GN=Gm9755 PE=3 SV=1	1	1	1	0.704	0.041	4.03E-02	A_35_23
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	1	6	2.473	0.249	1.35E-08	A_10_01
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	1	6	0.003	0.005	6.27E-05	A_11_02
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	1	5	2.591	0.234	4.88E-05	A_12_01
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	2	4	0.001	0.001	3.57E-02	A_13_02
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	2	3	0	0	0.00E+00	A_15_02
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	2	3	0.23	0.018	3.04E-03	A_17_02
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	1	4	2.349	0.158	1.52E-03	A_18_01
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	1	4	1.972	0.255	5.08E-06	A_09_23
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	2	4	0.002	0.002	9.41E-03	A_10_24
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	1	9	0.475	0.076	1.36E-09	A_12_24
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	2	14	2.061	0.194	4.82E-09	A_13_23
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	1	4	3.116	0.807	5.76E-04	A_16_24
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	1	2	5.122	0.522	3.31E-05	A_20_24
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	2	8	2.161	0.156	3.01E-06	A_09_31
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	1	4	1.427	0.138	8.37E-04	A_12_26
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	1	6	2.712	0.163	1.37E-05	A_12_32
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	2	11	2.481	0.051	7.58E-12	A_13_31
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	1	2	3.443	0.291	1.25E-02	A_15_31
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	2	21	7.453	0.312	1.11E-16	B_10_23
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	1	4	0.008	0.007	6.33E-04	B_14_23
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	1	5	4	0.374	1.80E-04	B_09_24
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	2	17	6.924	0.324	5.44E-15	B_10_25
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	1	16	3.078	0.198	9.90E-20	B_11_24
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	1	7	7.5	0.402	3.32E-08	B_11_26
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	2	23	4.377	0.243	9.90E-20	B_13_24
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	2	9	2.612	0.101	2.23E-09	B_14_25
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	1	4	1.647	0.049	6.38E-08	B_15_26
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	1	2	3.038	0.472	1.33E-04	B_17_24
SP://D3YW52	D3YW52_MOUSE Protein Pzp OS=Mus musculus GN=Pzp PE=4 SV=1	11	11	30	2.583	0.04	9.90E-20	B_07_31
SP://D3YW52	D3YW52_MOUSE Protein Pzp OS=Mus musculus GN=Pzp PE=4 SV=1	2	2	3	14.962	2.08	1.22E-09	B_08_32
SP://D3YW52	D3YW52_MOUSE Protein Pzp OS=Mus musculus GN=Pzp PE=4 SV=1	10	11	34	4.199	0.155	2.22E-05	B_09_31
SP://D3YW52	D3YW52_MOUSE Protein Pzp OS=Mus musculus GN=Pzp PE=4 SV=1	1	1	2	3.671	0.123	2.60E-03	B_09_35
SP://D3YW52	D3YW52_MOUSE Protein Pzp OS=Mus musculus GN=Pzp PE=4 SV=1	17	24	45	0.013	0.002	9.90E-20	B_10_30
SP://D3YW52	D3YW52_MOUSE Protein Pzp OS=Mus musculus GN=Pzp PE=4 SV=1	13	14	39	2.883	0.024	9.90E-20	B_10_32
SP://D3YW52	D3YW52_MOUSE Protein Pzp OS=Mus musculus GN=Pzp PE=4 SV=1	18	21	93	2.789	0.019	9.90E-20	B_11_31
SP://D3YW52	D3YW52_MOUSE Protein Pzp OS=Mus musculus GN=Pzp PE=4 SV=1	16	18	44	1.75	0.029	9.90E-20	B_11_35
SP://D3YW52	D3YW52_MOUSE Protein Pzp OS=Mus musculus GN=Pzp PE=4 SV=1	10	11	23	1.459	0.016	9.90E-20	B_12_30
SP://D3YW52	D3YW52_MOUSE Protein Pzp OS=Mus musculus GN=Pzp PE=4 SV=1	24	28	79	3.174	0.045	9.90E-20	B_12_32
SP://D3YW52	D3YW52_MOUSE Protein Pzp OS=Mus musculus GN=Pzp PE=4 SV=1	50	59	220	3.957	0.007	9.90E-20	B_13_31
SP://D3YW52	D3YW52_MOUSE Protein Pzp OS=Mus musculus GN=Pzp PE=4 SV=1	5	5	10	2.775	0.041	1.12E-09	B_14_32
SP://D3YW52	D3YW52_MOUSE Protein Pzp OS=Mus musculus GN=Pzp PE=4 SV=1	25	28	79	2.049	0.013	9.90E-20	B_15_31
SP://D3YW52	D3YW52_MOUSE Protein Pzp OS=Mus musculus GN=Pzp PE=4 SV=1	2	2	2	4.254	0.256	1.45E-03	B_15_35
SP://D3YW52	D3YW52_MOUSE Protein Pzp OS=Mus musculus GN=Pzp PE=4 SV=1	3	3	7	1.902	0.043	1.37E-11	B_17_31
SP://D3YW52	D3YW52_MOUSE Protein Pzp OS=Mus musculus GN=Pzp PE=4 SV=1	3	3	5	8.495	0.811	1.50E-04	B_19_31
SP://D3YW52	D3YW52_MOUSE Protein Pzp OS=Mus musculus GN=Pzp PE=4 SV=1	2	2	3	6.312	0.071	5.04E-08	B_21_31
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	1	5	7.714	0.509	1.41E-12	C_07_02
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	2	18	5.213	0.314	3.59E-11	C_09_02
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	1	13	10.975	1.293	2.38E-11	C_10_01
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	2	21	5.759	0.102	9.90E-20	C_11_02
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	1	2	6.527	0.263	2.85E-03	C_13_02
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	2	12	5.407	0.102	4.18E-12	C_14_01
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	2	15	2.268	0.111	9.90E-20	C_15_02
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	2	9	4.124	0.14	1.14E-10	C_16_01
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	1	2	3.261	0.07	1.82E-03	C_17_02
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	1	2	18.868	0.587	1.33E-03	C_18_01
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	2	12	1.238	0.069	2.11E-08	C_12_24
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	2	12	0.439	0.021	1.27E-11	C_12_25
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	2	12	1.909	0.116	1.43E-10	C_12_26
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	2	2	3.67	1.779	7.15E-06	C_23_24
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	1	3	4.285	0.307	1.05E-05	C_15_32
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	1	6	1.968	0.105	1.42E-04	C_08_31
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	2	30	1.92	0.064	9.90E-20	C_12_31
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	1	6	1.3	0.158	2.96E-04	C_12_35
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	1	2	2.321	0.201	5.94E-05	C_14_35
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	2	12	1.589	0.088	3.72E-12	C_16_31
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	2	9	0.587	0.013	1.52E-10	C_18_31
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	1	1	99999.9	99999.9	1.00E-05	C_22_31
SP://D3YW52	D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1	1	1	1	1.659	0.064	1.46E-02	C_26_31
SP://D3YWI1	D3YWI1_MOUSE Fructose_bisphosphate aldolase (Fragment) OS=Mus musculus GN=Aldoa PE=2 SV=1	1	1	2	0	0	0.00E+00	A_28_01
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	2	8	0.015	0.009	5.60E-08	A_17_02
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	2	27.387	2.162	2.50E-03	A_20_01
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	6	0.671	0.051	1.88E-05	A_24_01
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	14	1.161	0.013	2.22E-16	A_32_01
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	2	0	0	0.00E+00	A_33_00
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	6	3.983	0.525	1.47E-05	A_36_01
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	1	0.067	0.017	9.49E-04	A_33_02
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	6	0.514	0.064	5.31E-06	A_35_02
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	2	0.423	0.027	1.17E-02	A_37_02
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	2	7	0.203	0.007	2.96E-10	A_19_21
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	1	0.33	0.166	3.57E-02	A_24_22
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	2	3.62	1.966	5.48E-03	A_27_19
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	12	1.737	0.053	3.83E-09	A_29_19
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	2	18	0.544	0.018	3.08E-12	A_31_19
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	4	16.29	10.578	9.36E-04	A_32_20
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	2	23.953	2.942	9.47E-03	A_15_31
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	5	1.228	0.045	6.93E-07	A_19_31
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	1	99999.9	99999.9	1.00E-05	A_21_31
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	6	0.755	0.052	1.67E-06	A_25_25
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	2	16	6.566	0.233	2.24E-12	B_32_01
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	3	0.21	0.026	7.03E-06	B_32_03
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	3	21	1.138	0.012	9.90E-20	B_33_02
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	4	0.47	0.032	1.32E-03	B_36_03
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	1	2.368	0.601	2.13E-02	B_31_14
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	4	99999.9	99999.9	2.22E-16	B_21_18
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	1	0	0	0.00E+00	B_22_17
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	3	0.307	0.076	9.54E-05	B_23_18
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	3	0.442	0.082	3.87E-03	B_25_18
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	2	99999.9	99999.9	2.40E-09	B_26_19
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	2	99999.9	99999.9	2.40E-09	B_40_17
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	1	0.408	0.012	8.70E-03	B_09_24
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	1	0.629	0.028	3.08E-03	B_23_24
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	1	7.285	0.425	1.18E-03	C_17_02
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	3	3.914	0.329	4.07E-08	C_18_01
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	5	1.682	0.248	8.32E-05	C_31_01
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	6	0.718	0.076	2.62E-05	C_32_02
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	3	4	26	0.009	0.003	3.33E-16	C_33_01
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	2	17	0.235	0.011	4.44E-16	C_34_02
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	8	0.533	0.072	2.16E-09	C_35_01
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	2	13	0.078	0.007	4.20E-13	C_36_02
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	2	0.06	0.045	1.04E-03	C_37_01
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	3	4.496	1.448	4.25E-04	C_31_03
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	3	4.442	0.989	1.16E-03	C_32_04
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	3	2.476	0.111	2.38E-03	C_33_03
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	5	1.433	0.013	2.49E-06	C_12_24
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	2	15	0.083	0.002	9.90E-20	C_12_25
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	3	1	0.122	1.00E+00	C_23_22
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	2	0.395	0.025	1.90E-03	C_25_20
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	2	0.227	0.048	1.70E-03	C_25_22
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	1	0.16	0.042	7.74E-03	C_27_20
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	2	17	2.894	0.037	9.90E-20	C_31_18
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	8	0.242	0.035	2.48E-09	C_35_18
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	5	0.891	0.016	7.08E-04	C_36_21
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	6	0.832	0.044	9.16E-06	C_37_20
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	2	0.157	0.017	1.74E-02	C_19_24
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	6	0.725	0.022	5.69E-06	C_20_23
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	6	1.14	0.022	1.26E-07	C_21_24
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	6	0.854	0.028	8.42E-06	C_22_23
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	2	15	2.085	0.176	9.99E-16	C_23_24
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	6	0.399	0.017	3.60E-11	C_25_24
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	2	7	0.108	0.003	2.32E-10	C_26_23
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	2	4	3.433	0.113	2.48E-05	C_30_22
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	2	13	2.534	0.156	1.01E-14	C_32_22
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	1	0.08	0.116	3.53E-02	C_15_32
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	2	4.533	0.493	1.13E-02	C_22_29
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	2	0.534	0.065	2.63E-03	C_24_29
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	2	8	0.143	0.008	9.90E-20	C_12_31
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	2	2.229	0.135	2.33E-04	C_14_35
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	4	0.513	0.032	5.22E-04	C_16_31
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	2	9	0.431	0.03	3.05E-10	C_18_31
SP://D3YYR8	D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1	1	1	6	1.466	0.143	1.48E-06	C_20_31
SP://D3YZL0	D3YZL0_MOUSE Alpha_1_antitrypsin 1_1 (Fragment) OS=Mus musculus GN=Serpina1a PE=2 SV=1	1	2	4	0.001	0	3.94E-08	A_17_02
SP://D3YZL0	D3YZL0_MOUSE Alpha_1_antitrypsin 1_1 (Fragment) OS=Mus musculus GN=Serpina1a PE=2 SV=1	1	1	6	0.255	0.03	8.30E-06	A_24_01
SP://D3YZL0	D3YZL0_MOUSE Alpha_1_antitrypsin 1_1 (Fragment) OS=Mus musculus GN=Serpina1a PE=2 SV=1	1	1	2	8.283	1.855	1.04E-02	A_34_01
SP://D3YZL0	D3YZL0_MOUSE Alpha_1_antitrypsin 1_1 (Fragment) OS=Mus musculus GN=Serpina1a PE=2 SV=1	1	1	3	3.006	0.473	1.16E-03	A_19_02
SP://D3YZL0	D3YZL0_MOUSE Alpha_1_antitrypsin 1_1 (Fragment) OS=Mus musculus GN=Serpina1a PE=2 SV=1	1	1	3	2.36	0.231	2.88E-06	A_21_02
SP://D3YZL0	D3YZL0_MOUSE Alpha_1_antitrypsin 1_1 (Fragment) OS=Mus musculus GN=Serpina1a PE=2 SV=1	1	1	2	5.853	0.971	4.09E-04	A_32_03
SP://D3YZL0	D3YZL0_MOUSE Alpha_1_antitrypsin 1_1 (Fragment) OS=Mus musculus GN=Serpina1a PE=2 SV=1	1	1	1	0.026	0.037	2.19E-03	A_31_17
SP://D3YZL0	D3YZL0_MOUSE Alpha_1_antitrypsin 1_1 (Fragment) OS=Mus musculus GN=Serpina1a PE=2 SV=1	1	1	4	0.252	0.067	7.72E-04	A_32_16
SP://D3YZL0	D3YZL0_MOUSE Alpha_1_antitrypsin 1_1 (Fragment) OS=Mus musculus GN=Serpina1a PE=2 SV=1	1	2	4	0.013	0.019	2.88E-11	A_32_18
SP://D3YZL0	D3YZL0_MOUSE Alpha_1_antitrypsin 1_1 (Fragment) OS=Mus musculus GN=Serpina1a PE=2 SV=1	1	1	2	0.103	0.032	4.24E-05	A_34_12
SP://D3YZL0	D3YZL0_MOUSE Alpha_1_antitrypsin 1_1 (Fragment) OS=Mus musculus GN=Serpina1a PE=2 SV=1	1	2	10	4.239	0.296	7.95E-07	A_34_16
SP://D3YZL0	D3YZL0_MOUSE Alpha_1_antitrypsin 1_1 (Fragment) OS=Mus musculus GN=Serpina1a PE=2 SV=1	1	1	4	0.546	0.034	2.39E-04	A_19_21
