"con1"	"con2"	"con3"	"con4"	"d2_1"	"d2_2"	"d2_3"	"d2_4"	"d4_1"	"d4_2"	"d4_3"	"d4_4"	"Only.identified.by.site"	"Reverse"	"Potential.contaminant"	"t.test.Significantcon_2d"	"t.test.Significantcon_4d"	"matrix31"	"Q.value"	"Intensity"	"MS.MS.Count"	"X.Log.t.test.p.valuecon_2d"	"t.test.Differencecon_2d"	"X.Log.t.test.p.valuecon_4d"	"t.test.Differencecon_4d"	"Test.statistic_"	"Protein.IDs"	"Majority.protein.IDs"	"Protein.names"	"Gene.names"	"Gene_name"	"ProteinID"	"con_mean"	"d2_mean"	"ttest_con_d2_pval"	"d4_mean"	"ttest_con_d4_pval"	"ttest_con_d2_fdr"	"ttest_con_d4_fdr"
"57"	1.46866	2.12219	0.4076996	2.082909	1.674974	0.8276405	0.5447083	1.192768	1.299887	0.1116982	0.4587498	-0.2162781	""	""	""	""	""	""	"0"	"4805000000"	"35"	"0.439110430045574"	"0.460341930389404"	"1.12142038555147"	"1.10685062408447"	"0.730123879852024"	"A0A0G2JSV5;P46953"	"A0A0G2JSV5;P46953"	"3-hydroxyanthranilate 3,4-dioxygenase"	"Haao"	"Haao"	"A0A0G2JSV5"	1.52036465	1.0600227	0.371313426569086	0.413514225	0.0774657839665225	0.760276362006568	0.760917847364041
"59"	-1.238171	-0.8575821	-0.751936	-2.072063	-1.79624	0.01004219	-0.6035042	-0.6222744	-1.282948	0.7594624	-0.5069408	-1.622225	""	""	""	""	""	""	"0"	"1030300000"	"15"	"0.443089385326428"	"-0.476943969726563"	"0.412470114766476"	"-0.566775321960449"	"-0.352583298849505"	"P18666;A0A0G2JSW0"	"P18666;A0A0G2JSW0"	"Myosin regulatory light chain 12B"	"Myl12b"	"Myl12b"	"P18666"	-1.229938025	-0.7529941025	0.362386953431445	-0.66316285	0.395818316136863	0.755881459502581	0.941075218370869
"60"	-1.682646	-0.447504	-0.8683586	-0.9739399	-1.585775	-1.510626	-1.472174	-1.462624	-1.158527	0.6179447	-4.651722	-1.82408	""	""	""	""	""	""	"0"	"823570000"	"7"	"1.03136382514508"	"0.514687538146973"	"0.280866767487124"	"0.760984063148499"	"0.358210118816943"	"Q80T22;A0A0G2JSX3"	"Q80T22;A0A0G2JSX3"	"Sodium-dependent glucose transporter 1"	"Naglt1"	"Naglt1"	"Q80T22"	-0.993112125	-1.50779975	0.137831810744703	-1.754096075	0.542619570858322	0.624076322576111	0.942414385676083
"61"	1.031492	0.8009357	-2.098673	-0.524786	0.02137566	-1.074451	0.006095886	-0.0794735	-2.156126	-0.2099876	-1.237854	-2.753344	""	""	""	""	""	""	"0"	"1618100000"	"22"	"0.0378272177967809"	"0.0838556289672852"	"0.752096398042198"	"1.39157009124756"	"0.728675972079902"	"A0A0G2JSY2;P27321;F1LPH1;D3ZL24;D4A129;O55154"	"A0A0G2JSY2;P27321;F1LPH1;D3ZL24"	"Calpastatin"	"Cast"	"Cast"	"A0A0G2JSY2"	-0.197757825	-0.2816132385	0.918548900428169	-1.5893279	0.180123401370716	0.982217714866713	0.849705646679399
"62"	1.379221	-2.490654	-0.5902596	1.544907	-0.3615475	-1.257294	-1.314491	-0.7064476	-0.8754559	-0.9085083	-1.094822	-0.7099476	""	""	""	""	""	""	"0"	"1727000000"	"16"	"0.390146119995196"	"0.870748519897461"	"0.394838683123419"	"0.857986927032471"	"0.439211103428716"	"A0A0G2JVK4;P42676;A0A0G2JSY3"	"A0A0G2JVK4;P42676;A0A0G2JSY3"	"Neurolysin, mitochondrial"	"Nln"	"Nln"	"A0A0G2JVK4"	-0.0391964	-0.909945025	0.432347400460194	-0.89718345	0.433696416582207	0.785086920558304	0.941075218370869
"63"	3.028772	3.986176	4.321732	2.657248	4.020639	3.859592	3.839125	3.187233	3.222446	3.748476	3.037781	3.44165	""	""	""	""	""	""	"0"	"21679000000"	"117"	"0.209522903422085"	"-0.228165626525879"	"0.120525296776107"	"0.13589334487915"	"0.0956502166949833"	"Q63081;A0A0G2JSZ5;D3ZK65"	"Q63081;A0A0G2JSZ5"	"Protein disulfide-isomerase A6"	"Pdia6"	"Pdia6"	"Q63081"	3.498482	3.72664725	0.62459146852427	3.36258825	0.763307616408553	0.858084632926425	0.966841729932831
"64"	-1.589832	-1.964895	-1.353291	-2.285494	-1.812761	-1.328129	-1.068583	-1.44305	-1.876808	-1.32197	-0.9304008	-0.1241093	""	""	""	""	""	""	"0"	"856460000"	"14"	"0.733627889778702"	"-0.385247230529785"	"0.879333455359727"	"-0.735055923461914"	"-0.516987227282992"	"P97834;A0A0G2JW80;A0A0G2JT06"	"P97834;A0A0G2JW80;A0A0G2JT06"	"COP9 signalosome complex subunit 1"	"Gps1"	"Gps1"	"P97834"	-1.798378	-1.41313075	0.18838353853579	-1.063322025	0.145568206494438	0.65489675564728	0.834803558898759
"65"	0.4338074	-3.50984	-2.778732	-0.5700912	-1.65826	-1.969297	-1.835588	-0.6775703	-1.521038	-5.280036	-1.323189	-2.942487	""	""	""	""	""	""	"0"	"942320000"	"12"	"0.0250586336945065"	"-0.0710349082946777"	"0.391772207953289"	"1.16047328710556"	"0.504997399672926"	"A0A0G2JT30;Q5U2R0"	"A0A0G2JT30;Q5U2R0"	"Methionine adenosyltransferase 2 subunit beta"	"Mat2b"	"Mat2b"	"A0A0G2JT30"	-1.60621395	-1.535178825	0.945442475218844	-2.7666875	0.405726243609529	0.983886265498889	0.941075218370869
"66"	-1.587221	0.03285599	-0.4638691	-1.756208	-0.26688	-0.8126488	-0.6843758	-0.7917576	-0.9100437	-0.06242371	-0.7091274	-1.665485	""	""	""	""	""	""	"0"	"1142900000"	"12"	"0.279513378247909"	"-0.304695129394531"	"0.0700238554618338"	"-0.10684061050415"	"-0.0691458901151317"	"A0A0G2JT51;P83006"	"A0A0G2JT51;P83006"	"Platelet-activating factor acetylhydrolase 2, cytoplasmic"	"Pafah2"	"Pafah2"	"A0A0G2JT51"	-0.9436105275	-0.63891555	0.542032011813002	-0.8367699525	0.851535889918483	0.815750799521348	0.977287668004742
"68"	1.782408	0.8682041	0.7744827	0.7982254	0.05898476	-0.397995	0.6724758	0.8666325	0.1239948	0.02486801	-0.3952732	1.055315	""	""	""	""	""	""	"0"	"3286500000"	"19"	"1.03420253991038"	"0.755805492401123"	"1.14545422594167"	"0.853603839874268"	"0.613831125020715"	"A0A0G2JT68;D3ZGS5"	"A0A0G2JT68;D3ZGS5"	""	"Uaca"	"Uaca"	"A0A0G2JT68"	1.05583005	0.300024515	0.0938519886322063	0.2022261525	0.0738402569930948	0.583291959457201	0.760917847364041
"69"	-3.187029	-2.621943	-2.63566	-4.839105	-3.487944	-4.522279	-4.887342	-2.614236	-2.691597	-2.937443	-3.658902	-2.123953	""	""	""	""	""	""	"0.00080548"	"124890000"	"1"	"0.321812658276966"	"0.557016551494598"	"0.32467624692768"	"-0.46796041727066"	"-0.290290630649134"	"A0A0G2JT88;Q4V884"	"A0A0G2JT88;Q4V884"	""	"Cdc16"	"Cdc16"	"A0A0G2JT88"	-3.32093425	-3.87795025	0.476643313534573	-2.85297375	0.479338903943183	0.799888493013292	0.941075218370869
"70"	-0.8685875	-1.407307	-1.146177	-0.4622078	-0.2453098	-0.1537495	-0.864006	0.07641029	-0.08043861	-0.05550766	-1.17065	-0.361639	""	""	""	""	""	""	"0"	"1392300000"	"28"	"1.25349436678487"	"-0.674406051635742"	"0.841590940453186"	"-0.55401086807251"	"-0.416604412871385"	"Q9WU82;A0A0G2JT93"	"Q9WU82;A0A0G2JT93"	"Catenin beta-1"	"Ctnnb1"	"Ctnnb1"	"Q9WU82"	-0.971069825	-0.2966637525	0.0557852295069699	-0.4170588175	0.147070742419726	0.505922688958192	0.838240486152268
"71"	-3.35862	-4.364045	-4.330784	-3.021786	-3.035427	-2.221735	-2.762743	-2.92388	-3.74234	-3.001513	-2.709234	-3.174618	""	""	""	""	""	""	"0"	"206540000"	"5"	"1.43545470856581"	"-1.03286230564117"	"0.74190043472573"	"-0.611882328987122"	"-0.435639908529218"	"D3ZHI9;A0A0G2JTA1"	"D3ZHI9;A0A0G2JTA1"	""	"Ppp2r5e"	"Ppp2r5e"	"D3ZHI9"	-3.76880875	-2.73594625	0.0483914222855864	-3.15692625	0.189774861585613	0.491631820375549	0.857385993988429
"72"	-2.966991	-1.392294	-2.121317	-2.996073	-2.644629	-2.609518	-2.71044	-2.016205	-2.46549	-2.698437	-4.989081	-1.906004	""	""	""	""	""	""	"0.0011848"	"283950000"	"2"	"0.112278169916617"	"0.126028954982758"	"0.357179554017262"	"0.645584285259247"	"0.362749234324054"	"Q62728;A0A0G2JTB7"	"Q62728;A0A0G2JTB7"	"Tyrosine-protein phosphatase non-receptor type 21"	"Ptpn21"	"Ptpn21"	"Q62728"	-2.36916875	-2.495198	0.776967415053079	-3.014753	0.447349272016354	0.927728067308972	0.941075218370869
"73"	4.210155	2.47226	2.759422	3.831028	3.241457	3.135958	3.09766	3.182686	3.315754	1.680496	3.220253	2.693518	""	""	""	""	""	""	"0"	"20111000000"	"101"	"0.139262759947079"	"0.153776168823242"	"0.477988778915754"	"0.590711116790771"	"0.378490578117827"	"A0A0G2JTG7;Q8VHV7;G3V9Q3;Q499R8"	"A0A0G2JTG7;Q8VHV7;G3V9Q3;Q499R8"	"Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed"	"Hnrnph1;Hnrph1"	"Hnrnph1"	"A0A0G2JTG7"	3.31821625	3.16444025	0.737209470653993	2.72750525	0.333103216301023	0.915006687640105	0.941075218370869
"74"	-3.501093	-2.150085	-2.137634	-2.492401	-2.283974	-2.45887	-2.236029	-2.178154	-2.610117	-2.813675	-5.385379	-2.484047	""	""	""	""	""	""	"0"	"310330000"	"3"	"0.374089993422376"	"-0.281046748161316"	"0.44248497018693"	"0.753001093864441"	"0.427444018338678"	"D3ZI99;A0A0G2JTI7"	"D3ZI99;A0A0G2JTI7"	""	"Prpf3"	"Prpf3"	"D3ZI99"	-2.57030325	-2.28925675	0.448964551745693	-3.3233045	0.375861368720547	0.791480514932384	0.941075218370869
"76"	6.692638	6.4561	6.727154	7.950148	7.2735	7.048134	7.159594	7.717276	6.803825	6.810377	6.378248	6.480957	""	""	""	""	""	""	"0"	"250780000000"	"810"	"0.413254830090769"	"-0.34311580657959"	"0.423745214806957"	"0.338158130645752"	"0.24966146912479"	"P52873;A0A0G2JTL5"	"P52873;A0A0G2JTL5"	"Pyruvate carboxylase, mitochondrial"	"Pc"	"Pc"	"P52873"	6.95651	7.299626	0.401789179064914	6.61835175	0.398983012592098	0.774973072877253	0.941075218370869
"77"	0.2908554	-0.4345703	-0.05497551	-0.6934872	-2.036783	-1.203457	-1.246254	-0.4116383	-1.00276	-0.2591228	0.0743885	-0.584013	""	""	""	""	""	""	"0"	"1453400000"	"21"	"1.35007053394726"	"1.00148868560791"	"0.290909061593311"	"0.219832420349121"	"0.167132325992381"	"D4AB17;A0A0G2JTN4"	"D4AB17;A0A0G2JTN4"	""	"Pfas"	"Pfas"	"D4AB17"	-0.2230444025	-1.224533075	0.0511110612598194	-0.442876825	0.511891765627372	0.494200858610022	0.941075218370869
"78"	2.827024	1.048222	2.075855	2.992105	2.005253	2.636005	2.464577	2.439964	0.2958088	1.618082	2.110928	0.596405	""	""	""	""	""	""	"0"	"8774000000"	"53"	"0.121467910802838"	"-0.15064811706543"	"0.88822300048324"	"1.08049583435059"	"0.669114895583165"	"Q498N4;A0A0G2KAZ9;A0A0G2JTT2;O55012;A0A0G2K0B6;Q05140;F1LRK0"	"Q498N4;A0A0G2KAZ9;A0A0G2JTT2;O55012"	"Phosphatidylinositol-binding clathrin assembly protein"	"Picalm"	"Picalm"	"Q498N4"	2.2358015	2.38644975	0.763242614386556	1.15530595	0.129430185360788	0.923421379051499	0.829944387677738
"79"	2.154652	1.894966	0.7100754	0.07244301	1.128784	1.480385	0.7587776	1.391903	1.26458	-0.1637878	1.674517	0.06561661	""	""	""	""	""	""	"0"	"3865400000"	"18"	"0.0117519975501857"	"0.0180716514587402"	"0.316033631421044"	"0.497802734375"	"0.298807843661263"	"A0A0G2JTW5;G3V8B6;O88761"	"A0A0G2JTW5;G3V8B6;O88761"	"26S proteasome non-ATPase regulatory subunit 1"	"Psmd1"	"Psmd1"	"A0A0G2JTW5"	1.2080341025	1.1899624	0.973997828074301	0.7102314525	0.483250644645435	0.996134251380135	0.941075218370869
"81"	0.3232327	0.2255955	-0.686552	2.137777	0.2108631	0.1043015	0.4761486	0.5424519	1.173306	-0.2691135	0.0746994	-0.1716194	""	""	""	""	""	""	"0"	"3199600000"	"32"	"0.101923563952425"	"0.166572093963623"	"0.170363434327623"	"0.298195362091064"	"0.177697500276186"	"P14740;F1M7X5;A0A0G2JTX5;A0A0G2K238"	"P14740;F1M7X5;A0A0G2JTX5;A0A0G2K238"	"Dipeptidyl peptidase 4;Dipeptidyl peptidase 4 membrane form;Dipeptidyl peptidase 4 soluble form;Dipeptidyl peptidase 4 60 kDa soluble form"	"Dpp4"	"Dpp4"	"P14740"	0.5000133	0.333441275	0.798532006917582	0.201818125	0.679526672373743	0.940398451182076	0.963637905671656
"82"	-2.952436	-3.90783	-2.524035	-2.733223	-4.77095	-2.022907	-4.376952	-2.85157	-3.108419	-3.568584	-4.466755	-3.446101	""	""	""	""	""	""	"0.0023024"	"174200000"	"2"	"0.276334697474772"	"0.476214051246643"	"0.71520885326752"	"0.618084132671356"	"0.434892682860509"	"A0A0G2JU01;A0A0G2K4L2;E9PTJ8;A0A0G2K446;Q9Z1I6"	"A0A0G2JU01;A0A0G2K4L2;E9PTJ8;A0A0G2K446;Q9Z1I6"	"Rho guanine nucleotide exchange factor 1"	"Arhgef1"	"Arhgef1"	"A0A0G2JU01"	-3.029381	-3.50559475	0.538682953939274	-3.64746475	0.192793626140801	0.814921908644421	0.857385993988429
"83"	-1.099482	-1.381666	-1.127155	-1.122107	-0.8103809	-0.4652061	-0.8266068	-0.6198273	-1.509861	-0.9788113	-1.675716	-1.519911	""	""	""	""	""	""	"0"	"962740000"	"9"	"2.44344603808735"	"-0.502097129821777"	"0.696224502388433"	"0.238472461700439"	"0.204491543678464"	"B2GV09;A0A0G2JU05"	"B2GV09;A0A0G2JU05"	""	"Llgl2"	"Llgl2"	"B2GV09"	-1.1826025	-0.680505275	0.00419203399762668	-1.421074825	0.222780004678745	0.235865295220776	0.873697955121135
"84"	-2.326248	-4.344088	-2.979422	-1.146654	-2.508989	-3.280149	-2.110029	-2.998632	-5.195086	-4.396378	-2.146817	-3.220503	""	""	""	""	""	""	"0"	"256500000"	"4"	"0.0119381266126662"	"0.0253469944000244"	"0.505170670067939"	"1.04059261083603"	"0.535329789905666"	"Q7M767;A0A0G2JU07;Q66H93"	"Q7M767;A0A0G2JU07"	"Ubiquitin-conjugating enzyme E2 variant 2"	"Ube2v2"	"Ube2v2"	"Q7M767"	-2.699103	-2.72444975	0.973480612050523	-3.739696	0.312485176387199	0.996134251380135	0.941075218370869
"86"	3.208368	-3.517251	-4.330585	3.246359	0.4804516	0.400259	0.0161953	2.548662	-4.062239	-1.389164	0.6572704	-0.5578671	""	""	""	""	""	""	"0"	"6468900000"	"56"	"0.226353013328622"	"-1.20966929197311"	"0.166210197819883"	"0.989722549915314"	"0.299905858128145"	"F1LRE1;A0A0G2JU71;P70619"	"F1LRE1;A0A0G2JU71;P70619"	"Glutathione reductase"	"Gsr"	"Gsr"	"F1LRE1"	-0.34827725	0.861391975	0.607917790202209	-1.337999925	0.687551088707434	0.848852032883061	0.963637905671656
"88"	0.2637329	0.6225929	-0.9103642	-0.8661785	-1.071724	-1.219948	-2.678026	-1.222965	-1.232468	-2.440174	-2.644432	-1.659206	""	""	""	""	""	""	"0"	"1102500000"	"14"	"1.29426293554968"	"1.32561159133911"	"1.86881871195756"	"1.77151584625244"	"1.17122747836866"	"A0A0G2JU85;P50617"	"A0A0G2JU85;P50617"	"Dendrin"	"Ddn"	"Ddn"	"A0A0G2JU85"	-0.222554225	-1.54816575	0.0508321218166335	-1.99407	0.0141272787335008	0.494200858610022	0.656163649561867
"90"	2.209654	2.416008	2.50104	2.234819	2.571447	2.679911	2.5816	2.740492	2.46475	2.410103	2.870892	1.935013	""	""	""	""	""	""	"0"	"10052000000"	"84"	"2.00746052975814"	"-0.302982330322266"	"0.149096897398317"	"-0.0798091888427734"	"-0.0662756034133997"	"Q6AYH5;A0A0G2JUC7"	"Q6AYH5;A0A0G2JUC7"	"Dynactin subunit 2"	"Dctn2"	"Dctn2"	"Q6AYH5"	2.34038025	2.6433625	0.0148002001244407	2.4201895	0.716839127695535	0.338680307702008	0.963637905671656
"91"	0.5767746	-4.47192	-3.212152	0.4573441	-2.20853	-2.135635	-2.021185	-1.131138	-2.337999	-3.031456	0.3059578	-3.173988	""	""	""	""	""	""	"0"	"1076500000"	"9"	"0.0570739762866509"	"0.211633920669556"	"0.095542359562382"	"0.396883010864258"	"0.157600838382022"	"F7EPH4;A0A0G2JUD2"	"F7EPH4;A0A0G2JUD2"	""	"Ppa1"	"Ppa1"	"F7EPH4"	-1.662488325	-1.874122	0.881141302759752	-2.0593713	0.804093917792496	0.973264509462748	0.97467001701752
"92"	-2.171019	-2.166763	-0.7102337	-4.619521	-5.153193	-0.1982956	-3.509901	-4.459558	0.005968094	-3.542822	-3.988702	-3.488826	""	""	""	""	""	""	"0.0011966"	"409130000"	"3"	"0.277343407837852"	"0.91335266828537"	"0.100365979060265"	"0.336711406707764"	"0.150907806622602"	"A0A0G2JUF8;P41516;A0A0G2JWP8"	"A0A0G2JUF8;P41516;A0A0G2JWP8"	"DNA topoisomerase 2-alpha"	"Top2a"	"Top2a"	"A0A0G2JUF8"	-2.416884175	-3.3302369	0.530087488253224	-2.7535954765	0.793816108907456	0.813197733942944	0.971780504745026
"93"	-3.893103	-3.243138	-3.52866	-3.874033	-4.167551	-3.849712	-4.055132	-3.821758	-2.075716	-3.313751	-4.145615	-5.121462	""	""	""	""	""	""	"0"	"66147000"	"2"	"0.989734143800395"	"0.338804960250854"	"0.0149710638292011"	"0.0294025540351868"	"0.0176702466707142"	"A0A0G2JUK2;B2GV58"	"A0A0G2JUK2;B2GV58"	""	"Lsm14a"	"Lsm14a"	"A0A0G2JUK2"	-3.6347335	-3.97353825	0.117211910230136	-3.664136	0.967191749477372	0.601939138986941	0.994544193892046
"94"	2.305506	1.940849	2.407206	1.842875	1.759184	2.20689	1.824686	1.430037	2.171898	1.328352	1.845839	1.668177	""	""	""	""	""	""	"0"	"7326000000"	"53"	"0.744591420926962"	"0.318909645080566"	"0.830268548379828"	"0.370542526245117"	"0.30295098323364"	"A0A0G2JUL7;B3GNI6;B5DFG5"	"A0A0G2JUL7;B3GNI6"	"Septin-11"	"Sept11"	"Sept11"	"A0A0G2JUL7"	2.124109	1.80519925	0.181132906906638	1.7535665	0.150765768770601	0.653764872807266	0.840132540029948
"95"	-3.37649	-3.56029	-5.169959	-4.881096	-4.267148	-3.850819	-3.694471	-3.271391	-3.849813	-3.266521	-3.979645	-4.260709	""	""	""	""	""	""	"0.0071659"	"70007000"	"2"	"0.423420432066915"	"-0.476001262664795"	"0.350145485079304"	"-0.407786846160889"	"-0.2717257826709"	"A0A0G2JUN5;Q8CIN7"	"A0A0G2JUN5;Q8CIN7"	"Inositol monophosphatase 2"	"Impa2"	"Impa2"	"A0A0G2JUN5"	-4.24695875	-3.77095725	0.392231687599468	-3.839172	0.458936174436803	0.769805041186806	0.941075218370869
"97"	1.196115	1.283594	1.196184	0.9258289	1.714846	2.041939	1.85314	1.282009	0.6134129	1.149805	1.574085	1.47121	""	""	""	""	""	""	"0"	"4734300000"	"39"	"1.7273063190114"	"-0.572552680969238"	"0.0812862437956708"	"-0.0516977310180664"	"-0.0420453055973788"	"A0A0G2JUS0;D4A2X0;F1LMH5;A0A0G2JXZ5;Q91XU1"	"A0A0G2JUS0;D4A2X0;F1LMH5;A0A0G2JXZ5;Q91XU1"	"Protein quaking"	"LOC100910212;Qki"	"LOC100910212"	"A0A0G2JUS0"	1.150430475	1.7229835	0.0297140731336065	1.202128225	0.833527194448654	0.42429501449312	0.977287668004742
"98"	-4.245235	-5.204926	-2.802557	-3.856169	-3.143194	-2.79829	-2.826878	-2.823065	-2.943564	-2.821613	-3.047826	-3.02657	""	""	""	""	""	""	"0.00043403"	"130440000"	"3"	"1.17951017354445"	"-1.12936514616013"	"1.11616088852171"	"-1.06732851266861"	"-0.71174440378186"	"A0A0G2JUU6;Q4QR75"	"A0A0G2JUU6;Q4QR75"	"Exosome complex component RRP45"	"Exosc9"	"Exosc9"	"A0A0G2JUU6"	-4.02722175	-2.89785675	0.106137124083629	-2.95989325	0.120385568386358	0.594622847684331	0.829944387677738
"99"	-3.350004	-3.647461	-3.3244	-3.414103	-2.6933	-2.603281	-3.277208	-3.72134	-3.4556	-3.586205	-3.221376	-4.34693	""	""	""	""	""	""	"0"	"162550000"	"4"	"0.629749083464834"	"-0.360209763050079"	"0.373436600941804"	"0.218535780906677"	"0.174223092426519"	"A0A0H2UHK5;A0A0G2JYN3;A0A0G2JUW8;P97629"	"A0A0H2UHK5;A0A0G2JYN3;A0A0G2JUW8;P97629"	"Leucyl-cystinyl aminopeptidase"	"Lnpep"	"Lnpep"	"A0A0H2UHK5"	-3.433992	-3.07378225	0.26680675295991	-3.65252775	0.444438904150306	0.708036409712443	0.941075218370869
"102"	2.417124	3.051298	2.85214	2.180901	3.482773	3.159563	3.636162	3.435444	2.75284	2.66918	2.920742	2.732399	""	""	""	""	""	""	"0"	"14273000000"	"104"	"1.9523040328141"	"-0.803119659423828"	"0.290743987431999"	"-0.143424510955811"	"-0.118943410019936"	"A0A0G2JV31;O54975"	"A0A0G2JV31;O54975"	"Xaa-Pro aminopeptidase 1;Xaa-Pro aminopeptidase 1, N-terminally processed"	"Xpnpep1"	"Xpnpep1"	"A0A0G2JV31"	2.62536575	3.4284855	0.0189816015328976	2.76879025	0.530141782071952	0.389040302722084	0.942414385676083
"103"	0.3716106	-2.991922	-4.304638	-1.079367	-2.366209	-1.625887	-3.264162	-0.6741142	-2.87936	-5.243972	-0.3739109	-3.338841	""	""	""	""	""	""	"0"	"754190000"	"8"	"0.00528925775804571"	"-0.0184861421585083"	"0.275615047899209"	"0.957942008972168"	"0.392885559241"	"D3ZNS1;A0A0G2JV32;A0A0G2JTS5;Q63312"	"D3ZNS1;A0A0G2JV32;A0A0G2JTS5;Q63312"	"Pleckstrin homology-like domain family B member 1"	"Phldb1"	"Phldb1"	"D3ZNS1"	-2.0010791	-1.98259305	0.988047956580537	-2.959020975	0.53015283441013	0.996134251380135	0.942414385676083
"105"	0.4151306	0.246109	-1.105181	0.9688892	-0.2840137	0.7745247	0.2808151	0.477869	0.3150139	0.2050133	-0.1838932	0.2179985	""	""	""	""	""	""	"0"	"2470600000"	"24"	"0.138907656534706"	"-0.181061744689941"	"0.0053790449897744"	"-0.00729608535766602"	"-0.00501900908708011"	"A0A0G2JV54;Q9Z118"	"A0A0G2JV54;Q9Z118"	"Polypyrimidine tract-binding protein 3"	"Ptbp3"	"Ptbp3"	"A0A0G2JV54"	0.13123695	0.312298775	0.730469497175855	0.138533125	0.988073528941611	0.912409435529142	0.996831483241655
"106"	2.614178	1.111717	1.423618	2.450695	1.739422	2.297796	2.424562	2.719107	1.706381	1.788797	2.013317	0.6543255	""	""	""	""	""	""	"0"	"8695600000"	"50"	"0.410839852384009"	"-0.395169734954834"	"0.316961742329679"	"0.359346866607666"	"0.242875002915594"	"P84079;P61206;A0A0G2JV81;A0A0G2K9H8;P84082;A0A0G2K4Q4"	"P84079;P61206;A0A0G2JV81;A0A0G2K9H8;P84082;A0A0G2K4Q4"	"ADP-ribosylation factor 1;ADP-ribosylation factor 3;ADP-ribosylation factor 2"	"Arf1;Arf3;Arf2"	"Arf1"	"P84079"	1.900052	2.29522175	0.397934087218686	1.540705125	0.483124333651999	0.77116377050229	0.941075218370869
"107"	-2.644222	-1.706436	-1.91931	-3.721527	-1.290567	-1.327717	-1.584835	-2.146799	-1.973763	-1.540445	-2.025408	-2.266775	""	""	""	""	""	""	"0.00043802"	"447090000"	"12"	"0.935873822883819"	"-0.910394191741943"	"0.526312029701341"	"-0.546276092529297"	"-0.369335795920527"	"Q811A3;G3V9I0;A0A0G2JVA4;D3ZQR7"	"Q811A3;G3V9I0;A0A0G2JVA4;D3ZQR7"	"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2"	"Plod2"	"Plod2"	"Q811A3"	-2.49787375	-1.5874795	0.138485385775093	-1.95159775	0.323328496831333	0.624076322576111	0.941075218370869
"108"	-0.3737679	-0.7331028	-0.04002953	-0.2867088	0.3270187	0.5072384	0.4142876	0.3257332	-0.2349014	0.1337318	0.2654209	-0.03000259	""	""	""	""	""	""	"0"	"1727200000"	"12"	"2.61802998270209"	"-0.75197172164917"	"1.14380434782279"	"-0.391964435577393"	"-0.33228788675422"	"Q6VV72;B5DF60;A0A0G2JVA7"	"Q6VV72;B5DF60;A0A0G2JVA7"	"Eukaryotic translation initiation factor 1A"	"Eif1a;Eif1ax"	"Eif1a"	"Q6VV72"	-0.3584022575	0.393569475	0.0101463241561198	0.0335621775	0.0752760856384699	0.303222820923065	0.760917847364041
"109"	-0.8757763	-2.41172	-3.063951	0.05165672	-2.029484	-2.122364	-3.22923	-1.316088	-2.660089	-4.369969	-1.587439	-3.832489	""	""	""	""	""	""	"0"	"615960000"	"9"	"0.311008864061722"	"0.599343717098236"	"0.81163269250225"	"1.53754884004593"	"0.791127321454674"	"G3V7P1;A0A0G2JVB6;A0A0G2K4U8"	"G3V7P1;A0A0G2JVB6;A0A0G2K4U8"	"Syntaxin-12"	"Stx12"	"Stx12"	"G3V7P1"	-1.574947645	-2.1742915	0.495995070821048	-3.1124965	0.155175571655043	0.805776198435404	0.840132540029948
"110"	-3.475113	-2.966888	-2.236383	-2.78738	-2.587437	-2.337814	-2.125076	-3.043926	-3.226229	-1.980236	-2.947123	-3.614334	""	""	""	""	""	""	"0"	"252910000"	"4"	"0.482418687611911"	"-0.342877864837646"	"0.061978665623274"	"0.0755391716957092"	"0.0527432124040604"	"A0A0G2K913;P80385;A0A0G2JVD6"	"A0A0G2K913;P80385;A0A0G2JVD6"	"5-AMP-activated protein kinase subunit gamma-1"	"Prkag1"	"Prkag1"	"A0A0G2K913"	-2.866441	-2.52356325	0.331760133888339	-2.9419805	0.867506839431478	0.737865074417261	0.977287668004742
"111"	4.788216	5.345619	5.469654	5.392633	4.783655	5.962944	5.521994	4.88973	5.192394	4.778593	5.548334	5.398254	""	""	""	""	""	""	"0"	"70251000000"	"327"	"0.0444428808013766"	"-0.0405502319335938"	"0.0295259685172325"	"0.0196366310119629"	"0.0159859986284969"	"A0A0G2JVE6;G3V7W7"	"A0A0G2JVE6;G3V7W7"	""	"Anpep"	"Anpep"	"A0A0G2JVE6"	5.2490305	5.28958075	0.903814580397137	5.22939375	0.934286402980783	0.979766181825168	0.985692241769361
"113"	1.902372	1.877131	1.635586	3.226032	2.87512	2.757765	2.815172	3.205002	1.861761	3.148365	2.640535	1.887321	""	""	""	""	""	""	"0"	"12468000000"	"57"	"1.04234025445061"	"-0.752984523773193"	"0.183931852720474"	"-0.224215507507324"	"-0.151831980226225"	"Q9WVK3;A0A0G2JVG4;A0A0G2JUF1;A0A0G2K6H4"	"Q9WVK3;A0A0G2JVG4;A0A0G2JUF1;A0A0G2K6H4"	"Peroxisomal trans-2-enoyl-CoA reductase"	"Pecr"	"Pecr"	"Q9WVK3"	2.16028025	2.91326475	0.125243909972419	2.3844955	0.65506487483024	0.60871177592045	0.963637905671656
