527_RG_Benzing_Rinschen_150523_TQ_S01	527_RG_Benzing_Rinschen_150523_TQ_S02	527_RG_Benzing_Rinschen_150523_TQ_S07	527_RG_Benzing_Rinschen_150523_TQ_S08	527_RG_Benzing_Rinschen_150523_TQ_S09	527_RG_Benzing_Rinschen_150523_TQ_S10	527_RG_Benzing_Rinschen_150523_TQ_S15	527_RG_Benzing_Rinschen_150523_TQ_S16	527_RG_Benzing_Rinschen_150523_TQ_S17	527_RG_Benzing_Rinschen_150523_TQ_S18	527_RG_Benzing_Rinschen_150523_TQ_S23	527_RG_Benzing_Rinschen_150523_TQ_S24	724_RG_Rinschen_Schermer_150624_C1_01	724_RG_Rinschen_Schermer_150624_C2_02	724_RG_Rinschen_Schermer_150624_C3_03	724_RG_Rinschen_Schermer_150624_C4_04	724_RG_Rinschen_Schermer_150624_PAN_1_05	724_RG_Rinschen_Schermer_150624_PAN_2_06	724_RG_Rinschen_Schermer_150624_PAN_3_07	724_RG_Rinschen_Schermer_150624_PAN_4_08	Q-value	Intensity	MS/MS Count	Protein IDs	Majority protein IDs	Protein names	Gene names	PDB
26.22332	26.09142	26.29306	26.4098	26.57442	26.07725	26.28353	26.28099	26.90679	22.68232	26.15528	25.46463	25.76537	25.70736	26.33226	25.81017	25.83723	25.52037	25.58141	25.37113	0	4885000000	59	P37198;A0A024QZF1;M0QXN5	P37198;A0A024QZF1;M0QXN5	Nuclear pore glycoprotein p62	NUP62	2H4D
24.58417	25.03603	24.49375	24.85662	24.55028	24.66291	25.10125	25.06895	25.03124	24.75006	24.93211	25.21349	24.91374	25.11712	25.14141	25.04485	24.84991	24.895	24.55567	24.15815	0	2109200000	48	Q96B36;A0A024QZF6;H9KV91	Q96B36;A0A024QZF6;H9KV91	Proline-rich AKT1 substrate 1	AKT1S1	
26.09913	26.52392	26.88704	26.71986	25.34638	26.00885	26.45505	26.23934	25.75662	23.54736	26.28968	26.36876	24.45795	24.10197	23.64384	22.44627	23.36346	24.01759	24.69003	24.11227	0	2552100000	112	A8K6K1;O75150;A0A024QZG0;H3BP71;F8W8Z4;B4DMM1;B4DFU2;Q6ZN99;B4DEN2;B4E313;B3KQV1;H3BQ99;H3BUL6;I3L332;H3BS50	A8K6K1;O75150;A0A024QZG0;H3BP71;F8W8Z4;B4DMM1	E3 ubiquitin-protein ligase BRE1B	RNF40	
23.25278	23.28065	23.66395	24.06833	23.37318	23.55262	23.56535	23.82211	23.40743	23.31713	23.78835	23.89282	23.99833	20.75795	22.66653	23.23817	22.77113	22.71528	21.55543	22.32504	0	348090000	29	Q9H7N4;A0A024QZH6	Q9H7N4;A0A024QZH6	"Splicing factor, arginine/serine-rich 19"	SCAF1	
26.69697	27.01755	27.00464	26.89678	27.21632	27.02876	27.06312	27.03276	27.21197	26.65403	27.19723	27.45427	27.662	27.7865	27.77159	27.94257	27.76604	27.65485	27.64134	27.39248	0	12888000000	207	Q16204;A0A024QZJ7;Q05CP8;Q15302;J7M8C2;J7MDF2	Q16204;A0A024QZJ7;Q05CP8	Coiled-coil domain-containing protein 6	CCDC6	
27.47282	27.11456	26.96675	27.31804	26.52807	26.5389	26.75239	26.1377	25.89853	22.72712	25.80575	22.86367	27.48884	27.35624	27.40397	27.46381	27.43181	27.35809	27.89174	27.71214	0	13844000000	179	B4DG62;P19367;A8K7J7;A0A024QZK7;Q59FD4;E7ENR4;B3KXY9;B3KRA9;B1AR63;B1AR61;P52790;A0A024R7R1;Q59H08;Q53SG7	B4DG62;P19367;A8K7J7;A0A024QZK7;Q59FD4;E7ENR4;B3KXY9;B3KRA9	Hexokinase-1	HK1	1CZA;1DGK;1HKB;1HKC;1QHA;3HM8;4F9O;4FOE;4FOI;4FPA;4FPB
28.15846	28.19112	28.1246	28.19761	27.82475	28.16111	28.36357	28.34507	28.49618	28.75936	28.46127	28.44648	27.16308	27.49717	27.13888	26.73763	27.28639	26.36458	26.38964	27.02886	0	14914000000	203	P31942;A0A024QZK8;Q53F48;B4DHY1;A0A024QZP1	P31942;A0A024QZK8;Q53F48;B4DHY1	Heterogeneous nuclear ribonucleoprotein H3	HNRNPH3	
23.96341	21.91815	20.15903	21.98854	23.81783	21.89749	24.26785	22.0159	24.24176	22.92645	24.31368	24.1776	24.47908	23.30397	24.38436	24.52892	24.28058	24.16008	24.21423	24.34238	0	1507000000	15	A0A024QZM0;F5H874;B7Z518;Q8N9N2;H0YE76;B3KU20;H0YCB3;E9PL92;E9PKM6;E9PM82;E9PR40;H0YER2;E9PQZ6;E9PQ44;E9PJM2	A0A024QZM0;F5H874;B7Z518;Q8N9N2;H0YE76;B3KU20;H0YCB3	Activating signal cointegrator 1 complex subunit 1	ASCC1	
23.57123	20.067	22.88134	20.15356	22.33449	20.05861	20.14264	20.18823	21.97544	22.93854	21.95126	20.60082	23.57034	23.58658	23.28404	23.35891	23.29992	23.42918	23.41429	21.76242	0.00022936	587440000	14	A0A024QZR0;X6RK58;Q8TCA0;A0A024QZM2;A0A024QZL5	A0A024QZR0;X6RK58;Q8TCA0;A0A024QZM2;A0A024QZL5	Leucine-rich repeat-containing protein 20	LRRC20	
23.75032	23.71534	24.29214	23.97237	23.65075	23.48677	23.9729	24.39198	23.78357	23.33809	24.12021	21.66883	24.22199	24.3571	24.32574	23.851	24.37597	23.97456	24.43936	23.83663	0	1357600000	23	Q13542;B2R9B9;A0A024QZM3;Q6FG68	Q13542;B2R9B9;A0A024QZM3;Q6FG68	Eukaryotic translation initiation factor 4E-binding protein 2	EIF4EBP2	3AM7
26.68565	26.68499	26.87221	26.82784	26.18113	26.25978	26.01357	25.79203	26.08541	25.43562	26.22768	24.35535	27.07163	27.15962	27.16058	27.16385	27.1031	27.07061	27.13457	27.56362	0	10166000000	233	P53992;A0A024QZM6;E7EP00;B4DSN3;G5EA31;B7ZAY6;B4DZT4;F6RFB3;B4DQ22	P53992;A0A024QZM6;E7EP00;B4DSN3;G5EA31	Protein transport protein Sec24C	SEC24C	3EH2
22.14115	22.65591	23.23869	23.07001	21.88319	23.21852	22.85233	22.89886	22.16206	23.24909	20.11435	21.65126	23.70092	24.11854	23.70398	23.74006	23.70915	23.59707	23.3664	23.48198	0	885550000	16	Q5PY49;E7ET40;P00749;B2R7F2;A0A024QZM9;B4DNJ4;E7ESM2;Q96SE8;S4R3G7;Q59GZ8	Q5PY49;E7ET40;P00749;B2R7F2;A0A024QZM9;B4DNJ4;E7ESM2	Urokinase-type plasminogen activator;Urokinase-type plasminogen activator long chain A;Urokinase-type plasminogen activator short chain A;Urokinase-type plasminogen activator chain B	PLAU	1C5W;1C5X;1C5Y;1C5Z;1EJN;1F5K;1F5L;1F92;1FV9;1GI7;1GI8;1GI9;1GJ7;1GJ8;1GJ9;1GJA;1GJB;1GJC;1GJD;1KDU;1LMW;1O3P;1O5A;1O5B;1O5C;1OWD;1OWE;1OWH;1OWI;1OWJ;1OWK;1SC8;1SQA;1SQO;1SQT;1U6Q;1URK;1VJ9;1VJA;1W0Z;1W10;1W11;1W12;1W13;1W14;2FD6;2I9A;2I9B;2NWN;2O8T;2O8U;2O8W;2R2W;2VIN;2VIO;2VIP;2VIQ;2VIV;2VIW;2VNT;3BT1;3BT2;3IG6;3KGP;3KHV;3KID;3M61;3MHW;3MWI;3OX7;3OY5;3OY6;3PB1;3QN7;3U73;4DVA;4DW2;4FU7;4FU8;4FU9;4FUB;4FUC;4FUD;4FUE;4FUF;4FUG;4FUH;4FUI;4FUJ;4GLY;4H42;4JK5;4JK6;4JNI;4JNL;4K24;4MNV;4MNW;4MNX;4MNY
26.33159	26.37953	26.5932	26.42781	26.42782	26.8259	26.57816	26.57453	26.16446	25.95051	26.48142	26.28424	25.85698	26.09553	25.89085	25.89733	25.87166	25.86696	25.82187	25.37255	0	4660000000	95	Q8WXX5;A0A024QZN2;Q2VIL4	Q8WXX5;A0A024QZN2	DnaJ homolog subfamily C member 9	DNAJC9	
31.26221	30.99112	30.95421	31.18807	31.01518	31.07744	30.9643	30.96925	30.92507	30.67051	30.88409	30.6261	31.73973	31.58491	31.7382	31.88019	31.69225	31.31062	31.45611	31.71845	0	2.4601E+11	1575	A0A024QZN4;V9HWK2;P18206;B3KXA2;B4E3Q9;Q5JQ13;B4DKC9;B4DTM7	A0A024QZN4;V9HWK2;P18206;B3KXA2;B4E3Q9;Q5JQ13	Vinculin	VCL	1RKC;1RKE;1SYQ;1TR2;1YDI;2GWW;2HSQ;2IBF;3H2U;3H2V;3MYI;3RF3;3S90;3TJ5;3TJ6;3VF0;4DJ9;4EHP;4LN2;4LNP
23.26742	22.9747	23.09947	23.0124	23.43122	22.56609	22.73285	23.09814	22.47303	24.2571	23.06037	22.8919	22.60871	23.091	22.99891	23.1439	22.91212	20.82057	20.72538	22.52615	0	355530000	22	O95229;A0A024QZN5;B4DP12;A6NH27;A0A024QZJ1	O95229;A0A024QZN5;B4DP12;A6NH27;A0A024QZJ1	ZW10 interactor	ZWINT	
22.08782	22.81246	23.13659	22.97048	21.14151	22.78587	22.01168	22.05792	22.89388	23.90845	22.76772	22.14305	24.01861	23.94199	24.0471	23.66503	24.42675	24.65103	24.45249	24.04577	0	1125300000	17	Q9NZ45;A0A024QZN7	Q9NZ45;A0A024QZN7	CDGSH iron-sulfur domain-containing protein 1	CISD1	2QD0;2QH7;2R13;3EW0;3LPQ;3REE;4EZF;4F1E;4F28;4F2C
23.56023	23.76759	22.03677	23.78387	20.77178	22.97699	23.92252	23.73769	21.69529	21.94713	22.83869	23.6828	25.32289	24.61521	24.50355	24.76754	24.25832	24.32003	24.47302	24.776	0	1749400000	24	A0A024QZN8;Q5GLZ8;D6RCL5;H0Y6K7	A0A024QZN8;Q5GLZ8	Probable E3 ubiquitin-protein ligase HERC4	HERC4	
23.18283	23.04439	23.18386	23.27113	22.95732	22.97188	23.2523	23.40145	22.77656	24.23347	23.2218	23.69615	22.45963	22.5141	23.25939	21.64576	21.68397	21.30531	21.21526	23.13293	0	291970000	9	Q96EB6;A0A024QZQ1;B0QZ35;E9PC49;A8K128;I1Y8W7;B3KNK3	Q96EB6;A0A024QZQ1;B0QZ35;E9PC49;A8K128	NAD-dependent protein deacetylase sirtuin-1;SirtT1 75 kDa fragment	SIRT1	4I5I;4IF6;4IG9;4KXQ
27.35212	28.15204	27.91684	27.96983	27.86047	27.86473	28.10305	28.29994	28.19971	28.04557	28.2922	28.43782	28.52253	28.45136	28.55961	28.41555	28.33556	28.61214	28.1977	28.3482	0	24818000000	168	Q53FJ5;P07602;A0A024QZQ2;C9JIZ6;Q59EN5;B1AVU8;B4DEK5;B4DRB7;Q5BJH1	Q53FJ5;P07602;A0A024QZQ2;C9JIZ6;Q59EN5;B1AVU8;B4DEK5;B4DRB7;Q5BJH1	Proactivator polypeptide;Saposin-A;Saposin-B-Val;Saposin-B;Saposin-C;Saposin-D	PSAP	1M12;1N69;1SN6;2DOB;2GTG;2QYP;2R0R;2R1Q;2RB3;2Z9A;3BQP;3BQQ;4DDJ
24.67126	24.23008	24.54209	24.95673	24.35023	24.43447	24.52975	24.07985	24.48031	23.74623	24.38916	20.90679	20.73317	24.48567	24.7751	24.55929	24.58251	24.51503	24.20717	25.16756	0	1647900000	39	Q9Y2T2;A0A024QZR5;Q8NDP0;B4DRN6;H0YBM0;E5RJ52;H0YBA0	Q9Y2T2;A0A024QZR5;Q8NDP0;B4DRN6	AP-3 complex subunit mu-1	AP3M1;DKFZp586G1518	
23.27696	23.39323	23.25595	23.10474	21.8142	22.76294	22.94203	23.2594	23.86543	22.96525	24.50658	23.20165	23.39218	22.876	21.67339	23.09607	23.79243	23.15633	23.28616	23.64031	0	678070000	18	P30405;A0A024QZS4;R4GN99;Q2YDB7;H0Y548;B2R6X6	P30405;A0A024QZS4;R4GN99;Q2YDB7;H0Y548;B2R6X6	"Peptidyl-prolyl cis-trans isomerase F, mitochondrial;Peptidyl-prolyl cis-trans isomerase"	PPIF	2BIT;2BIU;2Z6W;3QYU;3R49;3R4G;3R54;3R56;3R57;3R59;3RCF;3RCG;3RCI;3RCK;3RCL;3RD9;3RDA;3RDB;3RDC;4J58;4J59;4J5A;4J5B;4J5C;4J5D;4J5E;4O8H;4O8I
27.67169	27.19028	27.45057	27.50764	27.17427	27.06661	27.42758	27.54326	28.63879	28.4635	28.61045	28.51326	28.7126	28.4069	28.59067	28.18612	28.90529	28.92411	28.55724	28.63554	0	27097000000	262	P45880;A0A024QZT0;A0A024QZN9;Q5JSD2;Q5JSD1;B4DKM5;A2A3S1	P45880;A0A024QZT0;A0A024QZN9;Q5JSD2;Q5JSD1;B4DKM5	Voltage-dependent anion-selective channel protein 2	VDAC2	
22.72234	22.99392	22.92711	22.99538	21.79705	22.83289	23.43148	23.25954	22.96667	22.86909	22.82734	22.85825	23.29369	22.07548	20.85424	20.8233	20.86814	21.70463	21.61881	21.50969	0	152620000	5	Q5TD07;P16083;B3KPX6;A0A024QZT9;Q5TD05;Q59EN2	Q5TD07;P16083;B3KPX6;A0A024QZT9;Q5TD05;Q59EN2	Ribosyldihydronicotinamide dehydrogenase [quinone]	NQO2	1QR2;1SG0;1XI2;1ZX1;2BZS;2QMY;2QMZ;2QR2;2QWX;2QX4;2QX6;2QX8;2QX9;3FW1;3G5M;3GAM;3NFR;3NHF;3NHJ;3NHK;3NHL;3NHP;3NHR;3NHS;3NHU;3NHW;3NHY;3O2N;3O73;3OVM;3OWH;3OWX;3OX1;3OX2;3OX3;3TE7;3TEM;3TZB;3UXE;3UXH;4FGJ;4FGK;4FGL;4GQI;4GR9
25.57485	25.66633	26.15263	26.07643	25.59744	25.62268	25.7311	25.41464	25.52812	25.25458	25.80095	25.56363	26.21621	26.32229	26.38864	26.30852	26.23467	26.44585	26.10211	25.80423	0	5001600000	95	Q13546;A0A024QZU0;B3KU53	Q13546;A0A024QZU0	Receptor-interacting serine/threonine-protein kinase 1	RIPK1	4ITH;4ITI;4ITJ;4NEU
26.64952	26.21278	26.47121	26.32007	25.95312	26.17803	26.09581	25.853	26.34526	26.30697	26.54064	26.35575	26.15138	25.7904	26.13379	25.99863	26.39439	26.35743	26.54162	26.47135	0	5994600000	127	Q53HG3;A0A024QZU5;O75521;Q53GC8;Q6IBN4;B4DLL3;Q59E94;Q9NYD2;F1LLU7;F8WAW4;C9JB63;C9J000;F8W6J1	Q53HG3;A0A024QZU5;O75521;Q53GC8;Q6IBN4;B4DLL3;Q59E94;Q9NYD2;F1LLU7	"Enoyl-CoA delta isomerase 2, mitochondrial"	ECI2;PECI;HCA64	2CQU;2F6Q
25.26367	25.04972	25.12317	25.50064	25.08545	24.9461	25.77208	25.75654	24.91347	25.26202	25.33599	24.46619	25.69922	21.35466	21.33769	24.91127	24.33504	24.53261	23.82629	24.71151	0	1522700000	56	P51580;A0A024QZW0;Q9BS45	P51580;A0A024QZW0;Q9BS45	Thiopurine S-methyltransferase	TPMT	2BZG;2H11
24.94962	24.87704	24.1845	24.07774	24.40451	24.72941	23.9168	24.21386	24.56605	22.90248	24.14663	23.99222	23.83779	24.19295	21.73594	21.3087	21.34963	23.62444	21.64425	23.60139	0	892710000	21	Q9UMY1;A0A024QZW2;H7C2B1	Q9UMY1;A0A024QZW2	Nucleolar protein 7	NOL7	
24.49063	24.32512	24.68747	24.62951	24.35104	24.328	24.56593	24.5461	24.30389	24.34618	24.30299	24.39859	25.39944	25.53703	25.66093	25.73529	25.33501	25.75226	25.15275	24.65004	0	2458800000	64	Q96S59;A0A024QZW3;B2R8E1;A0A024R014;O60738	Q96S59;A0A024QZW3;B2R8E1;A0A024R014	Ran-binding protein 9	RANBP9	
26.50334	26.28623	25.97367	26.03158	26.05049	26.29121	25.92547	25.89127	25.97033	25.6036	25.8361	25.75504	26.2265	26.07235	25.96708	26.01846	25.86707	25.86304	25.91445	25.10992	0	4266100000	133	P49790;A0A024QZW7	P49790;A0A024QZW7	Nuclear pore complex protein Nup153	NUP153	2EBQ;2EBR;2EBV;2GQE
28.0357	28.1756	28.23562	28.29715	27.76787	28.06543	28.30186	28.17622	28.0929	27.45787	28.18839	27.17684	28.42057	28.06702	28.07847	28.3619	28.38006	28.11188	28.18645	28.72641	0	24259000000	307	P35237;A0A024QZX3;A0A024QZX5;Q8IXH2;A0A024QZT8	P35237;A0A024QZX3;A0A024QZX5;Q8IXH2	Serpin B6	SERPINB6	
27.21391	26.86962	27.22122	27.23726	26.73544	26.87994	27.13036	26.80366	26.38959	26.75583	26.43476	26.56616	26.6095	26.40261	26.1616	26.23676	26.31997	26.54234	26.26094	26.54206	0	7377000000	123	Q13155;A0A024QZY1;F8W950;B2R7M3;A8MU58;F8WCL2	Q13155;A0A024QZY1;F8W950;B2R7M3;A8MU58	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2	AIMP2	4DPG
22.09668	21.60445	22.66729	22.41944	22.27705	21.4312	22.15134	21.93359	21.73983	23.75848	22.13499	21.75324	23.53053	24.91018	24.29565	23.40458	24.80386	24.0818	24.88082	24.02318	0	1325300000	23	O00635;A0A024QZY4;Q59EA5;Q6MZQ5	O00635;A0A024QZY4;Q59EA5;Q6MZQ5	Tripartite motif-containing protein 38	TRIM38;DKFZp686F23130	
24.00787	24.60507	24.47877	24.45086	24.39257	24.72728	24.68907	24.02901	23.6712	22.57438	23.67777	23.98198	24.13038	24.14864	24.39499	24.62773	24.26506	24.48456	23.98963	23.58806	0	1532700000	41	Q13523;A0A024QZY5;F5H2U2;B4DZQ5;H0YDJ3;Q15456;D3DWH5	Q13523;A0A024QZY5;F5H2U2;B4DZQ5;H0YDJ3	Serine/threonine-protein kinase PRP4 homolog	PRPF4B	4IAN;4IFC;4IIR;4IJP
21.92867	21.96071	22.08073	22.87504	23.7799	21.93977	22.17014	21.59094	20.92819	22.78182	22.31965	21.14725	22.49932	20.99531	21.76105	21.70856	21.74627	21.7298	20.57098	20.67131	0	94462000	7	E2QRF9;Q53GD9;O75496;A0A024QZY7;H7C608;C9K0U5	E2QRF9;Q53GD9;O75496;A0A024QZY7;H7C608;C9K0U5	Geminin	GMNN	1T6F;1UII;2LP0;2WVR;4BRY
23.61762	21.48774	21.56779	23.60105	21.07042	21.46993	23.49546	20.82351	20.54578	21.75101	23.52659	23.73376	25.31969	24.63029	24.4768	24.31251	24.46395	24.40821	24.43173	24.91907	0	1663500000	17	Q96NT0;A0A024QZZ6;B8ZZ99;F8WCZ3;B4DJ47	Q96NT0;A0A024QZZ6;B8ZZ99;F8WCZ3	Coiled-coil domain-containing protein 115	CCDC115	
25.24078	20.71045	22.90076	22.03073	21.30512	20.69779	21.54487	20.44094	21.62393	22.85018	21.99349	21.01583	26.01368	26.61723	26.27984	26.23865	26.74599	25.66443	26.60992	24.81245	0.00022841	4219400000	15	P58876;A0A024QZZ7;A8K9J7	P58876;A0A024QZZ7;A8K9J7	Histone H2B type 1-D;Histone H2B	HIST1H2BD	
20.08569	20.32295	20.79705	21.56189	21.17684	20.31287	20.77771	21.51956	21.6062	21.81035	21.52416	21.30305	23.15266	22.95193	20.70187	23.11872	23.26499	23.16743	23.26699	23.22077	0	480390000	9	Q9NXA8;A0A024R012	Q9NXA8;A0A024R012	"NAD-dependent protein deacylase sirtuin-5, mitochondrial"	SIRT5	2B4Y;2NYR;3RIG;3RIY;4F4U;4F56;4G1C;4HDA
26.57511	27.33526	27.04874	27.39656	26.78182	25.77966	25.27962	25.23965	25.8457	22.98836	25.99144	25.27427	27.0185	26.14143	27.23535	27.27879	26.58032	27.18007	26.75277	27.12869	0	9477200000	58	Q93077;A0A024R017	Q93077;A0A024R017	Histone H2A type 1-C	HIST1H2AC	
24.77379	24.74899	23.36119	23.4763	23.2103	24.35844	20.39527	21.50182	23.18344	22.69487	24.254	22.25797	25.5552	25.81546	26.10835	25.84324	24.05705	24.36453	23.90389	24.39211	0	2317000000	35	Q9UHG0;A0A024R023;H0Y784	Q9UHG0;A0A024R023	Doublecortin domain-containing protein 2	DCDC2	2DNF
25.93769	26.21982	25.6803	25.8368	25.908	25.92895	25.67379	25.73423	26.62059	24.60167	25.7077	26.21784	26.6064	26.90575	27.12475	27.09083	25.85305	26.2161	26.50359	26.61358	0	7888000000	98	P98082;B2RAW0;A0A024R036;D6RFF7;B4DNN1;D6RIA5;D6REB1;D6RGZ1	P98082;B2RAW0;A0A024R036	Disabled homolog 2	DAB2	2LSW
25.18389	25.50367	25.4025	25.21845	24.91296	25.36446	25.68838	25.81841	25.73598	25.10881	26.09537	26.5	27.22637	27.01542	27.30835	26.97476	27.47468	27.27151	27.47537	27.0118	0	8990100000	139	Q6IAV5;P55809;A0A024R040;E9PDW2;B7Z609;B7Z528;A1E286	Q6IAV5;P55809;A0A024R040;E9PDW2;B7Z609	"Succinyl-CoA:3-ketoacid-coenzyme A transferase;Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial"	OXCT;OXCT1	3DLX
24.84628	24.51563	25.24518	24.87877	24.23118	25.05341	24.49515	24.85334	23.82745	25.28231	24.86439	24.97264	25.99628	25.94699	26.36322	25.6337	26.31088	26.33802	26.146	25.83451	0	4115300000	65	O00479;A0A024R046	O00479;A0A024R046	High mobility group nucleosome-binding domain-containing protein 4	HMGN4	
22.81903	21.41543	20.41282	20.79138	21.45718	21.39811	21.47351	21.99848	22.10264	23.40993	20.75285	22.00381	22.0582	22.00843	21.75573	22.63562	22.6488	23.35043	22.73324	22.74398	0	347330000	10	A0A024R048;B7Z8V7;Q4G0N4;H0Y9H7	A0A024R048;B7Z8V7;Q4G0N4	"NAD kinase 2, mitochondrial"	NADK2	
28.55877	28.40076	28.26745	28.3438	28.35355	28.59868	28.53315	28.60226	29.07801	28.27764	29.2764	29.33882	29.10986	29.39522	29.26999	29.37432	29.33841	29.08099	29.23651	29.0577	0	45617000000	251	P62873;B2R6K4;A0A024R056;F6UT28;F6X3N5;B3KVK2;B1AKQ8;Q71UM6;Q71UM7;F5H8J8;F5H100;F5H0S8;Q59G26;E9PCP0;P16520;F1T0G5;F1T0G4	P62873;B2R6K4;A0A024R056;F6UT28;F6X3N5;B3KVK2	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	GNB1	4KFM
27.80907	27.92014	27.0403	27.32139	26.87068	27.84314	27.05807	27.41909	27.72897	26.27982	27.65547	27.44459	23.24944	23.40302	23.32017	23.29656	23.50154	23.49106	23.41119	23.25393	0	3700900000	96	Q8N995;Q5XJ04;Q01581;A0A024R059;D6RIW1;P54868	Q8N995;Q5XJ04;Q01581;A0A024R059	"Hydroxymethylglutaryl-CoA synthase, cytoplasmic"	HMGCS1	2P8U;2WYA
26.16035	26.03427	25.75085	25.86957	25.31043	25.42243	24.65556	24.60868	24.38139	24.38489	24.38449	24.58681	26.04062	26.11973	26.00402	26.03986	25.69867	25.73995	25.35326	25.31755	0	3859100000	108	E9PF10;B4DLT2;O75694;A0A024R071;B3KMK3	E9PF10;B4DLT2;O75694;A0A024R071	Nuclear pore complex protein Nup155	NUP155	
26.35674	26.77656	26.16932	26.82141	26.44623	26.97738	26.44349	26.75417	27.18603	26.47826	27.37343	27.71339	25.84297	26.17204	26.05635	25.69094	26.20846	26.38039	26.41672	26.21658	0	6956200000	140	Q9BRK5;A0A024R084;A0A024R0A9;H0Y3T6;G3V1E2	Q9BRK5;A0A024R084;A0A024R0A9;H0Y3T6;G3V1E2	45 kDa calcium-binding protein	SDF4	
25.76276	25.42765	25.14309	25.77553	25.47507	25.00183	25.00539	24.64785	25.27391	23.62536	24.97461	23.81274	25.37802	25.55207	26.09426	25.85987	25.38512	25.55608	25.42685	25.62455	0	3788600000	54	A0A024R094;D6REB4;D6RJF2;D6RJ02;D6RD97	A0A024R094;D6REB4		PAIP1	
26.72819	26.57273	27.08335	26.98902	26.34895	26.71489	26.89053	26.79761	26.68499	26.73635	27.08284	26.58549	26.6967	26.31347	26.45964	26.60498	26.44922	26.30372	26.53444	26.90001	0	7045900000	140	O43865;A0A024R0A8;Q2NKW8;V5YQL4;Q6ZMM9;Q9BTL0;O43210;Q6ZMI1;C9K0S0	O43865;A0A024R0A8;Q2NKW8;V5YQL4;Q6ZMM9	Putative adenosylhomocysteinase 2;Adenosylhomocysteinase	AHCYL1	3MTG
21.97104	21.39746	21.49609	20.40728	22.38921	21.38025	21.45577	23.55352	23.65701	23.7381	20.36834	21.3525	24.50264	24.67147	24.37809	24.38416	24.46967	24.65698	24.77896	24.62338	0	1325000000	23	Q2TB59;Q13423;A0A024R0C3;E9PCX7;D6RHU2;D6RAI5;Q8N5H5;B4DS88;B4DMN9	Q2TB59;Q13423;A0A024R0C3;E9PCX7	"NAD(P) transhydrogenase, mitochondrial"	NNT	1DJL;1PT9;1U31
25.61653	25.65494	25.11529	25.73939	25.54457	25.6186	25.37773	25.65619	25.82648	25.68963	25.73299	25.47435	25.87638	26.24413	26.27806	26.26021	25.77683	26.17299	25.9977	25.73492	0	4907200000	84	Q9P2B4;A0A024R0C7;B1AMN7;Q9NPX3	Q9P2B4;A0A024R0C7;B1AMN7	CTTNBP2 N-terminal-like protein	CTTNBP2NL	
29.40208	29.54707	29.4663	29.57681	29.34625	29.63333	29.50696	29.63194	29.53847	29.04734	29.51473	29.56258	27.7105	27.50817	27.78812	27.5716	27.71771	27.74182	27.48669	27.85988	0	24768000000	525	O75534;A0A024R0E2;A0A024R0K2;Q9GZV0;E9PLT0;Q96L66;Q9UG93;Q8WU01;Q9UG12;E9PLD4;E9PNG3;E9PKN4	O75534;A0A024R0E2;A0A024R0K2;Q9GZV0;E9PLT0;Q96L66	Cold shock domain-containing protein E1	CSDE1;UNR	1WFQ;1X65;2YTV;2YTX;2YTY
30.28118	30.44204	30.50152	30.42041	30.42892	30.64358	30.62305	30.79784	30.64865	30.5528	30.60169	30.83876	30.03617	30.14273	30.137	30.20093	30.14346	30.36932	30.42482	30.34117	0	1.2655E+11	536	P52907;A0A024R0E5;A8K0T9;A0A024RC63	P52907;A0A024R0E5;A8K0T9	F-actin-capping protein subunit alpha-1	CAPZA1	1MQ1;1MWN
23.3839	23.19613	23.03532	23.00599	23.15771	23.16978	23.08274	23.55356	23.13801	23.00638	22.65117	22.84027	22.61263	22.52595	22.27799	22.38356	22.65045	22.60506	22.763	22.67717	0	530590000	15	Q9UPN9;A0A024R0F6;H0Y612;E7EN20;B3KN30;B4DXI9	Q9UPN9;A0A024R0F6;H0Y612	E3 ubiquitin-protein ligase TRIM33	TRIM33	3U5M;3U5N;3U5O;3U5P
24.82313	24.69848	25.32749	25.10769	24.51256	24.74975	25.32691	25.338	24.91675	24.88204	24.96706	25.35756	21.33327	23.69136	23.77716	24.01912	24.62701	24.16123	23.64471	23.82987	0	1287500000	44	Q8N7H5;A0A024R0H6;F8W9Q2;B4DGJ5;M0QYC7	Q8N7H5;A0A024R0H6;F8W9Q2	RNA polymerase II-associated factor 1 homolog	PAF1	4M6T
25.59739	25.84395	26.09035	25.68167	25.96587	25.92527	25.96003	26.18684	25.8805	25.89217	25.49011	26.23015	26.46111	26.39514	26.29866	26.33865	26.39259	26.29793	26.35815	25.90983	0	5050900000	76	Q9BQA1;A0A024R0H7;B4DP38;B4DJP0;H0Y711	Q9BQA1;A0A024R0H7;B4DP38;B4DJP0	Methylosome protein 50	WDR77	4GQB
27.0239	26.88402	27.16145	27.23114	27.28894	27.30869	27.22674	27.35431	26.73828	25.25288	26.89966	26.59648	28.60477	28.31056	28.11882	28.24717	28.43189	28.42294	28.51299	28.41579	0	22360000000	189	Q5JR08;P08134;A0A024R0I3;E9PQH6;Q5JR07;Q5JR05;E9PLA2;C9J1T2;C9JRM1;Q5JR06;E9PN11;P62745	Q5JR08;P08134;A0A024R0I3;E9PQH6;Q5JR07;Q5JR05	Rho-related GTP-binding protein RhoC	RHOC	1Z2C;2FV8;2GCN;2GCO;2GCP
